1467,Murugan Pharmacy,778365964,"Punnai Neeraviyadi, Vishwamadu",Kilinochchi
1468,City Medical,776274919,"A9 Road, Kilinochchi.",Kilinochchi
1469,Global Pharmacy,773881844,"Kakadu Junction, A9 Road, Kilinochchi",Kilinochchi
1470,Kashika Pharmacy,776942049,"A9 Road, Palai",Kilinochchi
